Id,PlanId,PlanName,PillarId,ObjectiveId,StrategyId,ComponentId,PillarDescription,ObjectiveDescription,StrategyDescription,ComponentDescription,RowState,UniqueIdentifier
0,,,4001,400101,40010104,401010401,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,a. Empoderamiento de los gobiernos locales y sus comunidades,0,
0,,,4001,400101,40010104,401010402,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,b. Principio de concurrencia,0,
0,,,4001,400101,40010104,401010403,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,c. Base fiscal de los municipios,0,
0,,,4001,400101,40010105,401010501,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),a. Sistemas de información del territorio interoperables,0,
0,,,4001,400101,40010105,401010502,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),b. Actualización catastral multipropósito,0,
0,,,4001,400101,40010105,401010503,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),C. Sistema de Administración del Territorio (SAT),0,
0,,,4001,400101,40010106,401010601,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.","06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",a. Acceso y formalización de la propiedad,0,
0,,,4001,400101,40010106,401010602,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"01. Consolidar la base natural, cultural y arqueológica del territorio como los elementos primarios del ordenamiento territorial, bajo un enfoque de justicia ambiental orientado al desarrollo sostenible.","06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",b. Coordinación institucional para optimizar la formalización,0,
0,,,4001,400102,40010201,401020101,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,01. Justicia ambiental y gobernanza inclusiva,a. Implementación del Acuerdo de Escazú,0,
0,,,4001,400102,40010201,401020102,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,01. Justicia ambiental y gobernanza inclusiva,"b. Democratización del conocimiento, la información ambiental y de riesgo de desastres",0,
0,,,4001,400102,40010201,401020103,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,01. Justicia ambiental y gobernanza inclusiva,c. Modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,0,
0,,,4001,400102,40010201,401020104,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,01. Justicia ambiental y gobernanza inclusiva,d. Instrumentos de control y vigilancia ambiental para la resiliencia,0,
0,,,4001,400102,40010202,401020201,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",a. Ciclo del agua como base del ordenamiento territorial,0,
0,,,4001,400102,40010202,401020202,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",b. Implementación y jerarquización de las determinantes de ordenamiento,0,
0,,,4001,400102,40010202,401020203,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",c. Reglamentación e implementación de los determinantes para la protección del suelo rural como garantía del derecho a la alimentación,0,
0,,,4001,400102,40010202,401020204,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",d. Personas en el centro de la planeación del territorio,0,
0,,,4001,400102,40010203,401020301,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,03. Coordinación de los instrumentos de planificación de territorios vitales,a. Armonización y racionalización de los instrumentos de ordenamiento y planificación territorial,0,
0,,,4001,400102,40010203,401020302,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,03. Coordinación de los instrumentos de planificación de territorios vitales,b. Reglas comunes para el respeto de las restricciones del territorio,0,
0,,,4001,400102,40010203,401020303,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,03. Coordinación de los instrumentos de planificación de territorios vitales,c. Gobernanza multinivel del territorio,0,
0,,,4001,400102,40010204,401020401,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,a. Empoderamiento de los gobiernos locales y sus comunidades,0,
0,,,4001,400102,40010204,401020402,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,b. Principio de concurrencia,0,
0,,,4001,400102,40010204,401020403,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,c. Base fiscal de los municipios,0,
0,,,4001,400102,40010205,401020501,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),a. Sistemas de información del territorio interoperables,0,
0,,,4001,400102,40010205,401020502,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),b. Actualización catastral multipropósito,0,
0,,,4001,400102,40010205,401020503,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),C. Sistema de Administración del Territorio (SAT),0,
0,,,4001,400102,40010206,401020601,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",a. Acceso y formalización de la propiedad,0,
0,,,4001,400102,40010206,401020602,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,02. Articular los planes de ordenamiento territorial a partir de las determinantes de superior jerarquía.,"06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",b. Coordinación institucional para optimizar la formalización,0,
0,,,4001,400103,40010301,401030101,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",01. Justicia ambiental y gobernanza inclusiva,a. Implementación del Acuerdo de Escazú,0,
0,,,4001,400103,40010301,401030102,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",01. Justicia ambiental y gobernanza inclusiva,"b. Democratización del conocimiento, la información ambiental y de riesgo de desastres",0,
0,,,4001,400103,40010301,401030103,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",01. Justicia ambiental y gobernanza inclusiva,c. Modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,0,
0,,,4001,400103,40010301,401030104,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",01. Justicia ambiental y gobernanza inclusiva,d. Instrumentos de control y vigilancia ambiental para la resiliencia,0,
0,,,4001,400103,40010302,401030201,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",a. Ciclo del agua como base del ordenamiento territorial,0,
0,,,4001,400103,40010302,401030202,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",b. Implementación y jerarquización de las determinantes de ordenamiento,0,
0,,,4001,400103,40010302,401030203,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",c. Reglamentación e implementación de los determinantes para la protección del suelo rural como garantía del derecho a la alimentación,0,
0,,,4001,400103,40010302,401030204,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","02. El agua, la biodiversidad y las personas, en el centro del ordenamiento territorial",d. Personas en el centro de la planeación del territorio,0,
0,,,4001,400103,40010303,401030301,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",03. Coordinación de los instrumentos de planificación de territorios vitales,a. Armonización y racionalización de los instrumentos de ordenamiento y planificación territorial,0,
0,,,4001,400103,40010303,401030302,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",03. Coordinación de los instrumentos de planificación de territorios vitales,b. Reglas comunes para el respeto de las restricciones del territorio,0,
0,,,4001,400103,40010303,401030303,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",03. Coordinación de los instrumentos de planificación de territorios vitales,c. Gobernanza multinivel del territorio,0,
0,,,4001,400103,40010304,401030401,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,a. Empoderamiento de los gobiernos locales y sus comunidades,0,
0,,,4001,400103,40010304,401030402,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,b. Principio de concurrencia,0,
0,,,4001,400103,40010304,401030403,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",04. Capacidades de los gobiernos locales y las comunidades para la toma de decisiones de ordenamiento y planificación territorial,c. Base fiscal de los municipios,0,
0,,,4001,400103,40010305,401030501,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),a. Sistemas de información del territorio interoperables,0,
0,,,4001,400103,40010305,401030502,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),b. Actualización catastral multipropósito,0,
0,,,4001,400103,40010305,401030503,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ",05. Consolidación del Catastro Multipropósito y tránsito hacia el Sistema de Administración del Territorio (SAT),C. Sistema de Administración del Territorio (SAT),0,
0,,,4001,400103,40010306,401030601,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",a. Acceso y formalización de la propiedad,0,
0,,,4001,400103,40010306,401030602,1. Ordenamiento del territorio alrededor del agua y justicia ambiental,"03. Fortalecer las capacidades de los ciudadanos y gobiernos locales para comprender y aplicar los instrumentos de ordenamiento territorial, el catastro multipropósito y el Sistema de Administración del Territorio (SAT). ","06. Tenencia en las zonas rural, urbana y suburbana formalizada, adjudicada y regularizada",b. Coordinación institucional para optimizar la formalización,0,
0,,,4002,400201,40020101,402010101,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,a. Sistema de transferencias y Programa renta ciudadana,0,
0,,,4002,400201,40020101,402010102,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,b. Estrategia de acompañamiento a hogares en extrema pobreza,0,
0,,,4002,400201,40020101,402010103,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,c. Protección económica en la vejez y envejecimiento saludable,0,
0,,,4002,400201,40020101,402010104,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,d. Esquema de protección al desempleo,0,
0,,,4002,400201,40020101,402010105,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,e. Seguridad y protección social en la Economía Popular y Comunitaria (EPC),0,
0,,,4002,400201,40020101,402010106,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,f. Sistema Nacional de Igualdad y Equidad (SNIE),0,
0,,,4002,400201,40020101,402010107,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,g. Hacia la declaración universal de ingresos y consolidación del registro social de hogares,0,
0,,,4002,400201,40020101,402010108,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,h. Protección integral de la población habitante de calle y en riesgo de habitanza de calle,0,
0,,,4002,400201,40020101,402010109,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,01. Sistema de protección social universal y adaptativo,i. Superación de Situación de Vulnerabilidad para la reparación efectiva e integral de la población víctima del conflicto,0,
0,,,4002,400201,40020102,402010201,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,02. Fortalecimiento y desarrollo de infraestructura social,2. Fortalecimiento y desarrollo de infraestructura social,0,
0,,,4002,400201,40020103,402010301,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,03. Sistemas de transporte público urbanos y regionales para aprovechar las aglomeraciones urbanas,a. Aumento de la oferta de transporte público urbano y regional con esquemas tarifarios diferenciales,0,
0,,,4002,400201,40020103,402010302,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,03. Sistemas de transporte público urbanos y regionales para aprovechar las aglomeraciones urbanas,b. Financiación sostenible de los sistemas de transporte público,0,
0,,,4002,400201,40020103,402010303,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,03. Sistemas de transporte público urbanos y regionales para aprovechar las aglomeraciones urbanas,c. Calidad y seguridad del servicio de los sistemas de transporte público con enfoque diferencial,0,
0,,,4002,400201,40020104,402010401,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"04. Acceso, uso y aprovechamiento de datos para impulsar la transformación social",a. Implementación del Programa de Datos Básicos,0,
0,,,4002,400201,40020104,402010402,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"04. Acceso, uso y aprovechamiento de datos para impulsar la transformación social",b. Interoperabilidad como bien público digital,0,
0,,,4002,400201,40020104,402010403,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"04. Acceso, uso y aprovechamiento de datos para impulsar la transformación social",c. Portabilidad de datos para el empoderamiento ciudadano,0,
0,,,4002,400201,40020104,402010404,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"04. Acceso, uso y aprovechamiento de datos para impulsar la transformación social",d. Datos sectoriales para aumentar el aprovechamiento de datos en el país,0,
0,,,4002,400201,40020104,402010405,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"04. Acceso, uso y aprovechamiento de datos para impulsar la transformación social",e. Visibilización de las desigualdades para mejorar la toma de decisiones de política social,0,
0,,,4002,400201,40020105,402010501,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,05. Convivencia y seguridad ciudadana corresponsable y participativa,a. Nuevo modelo nación-territorio para la convivencia y la seguridad ciudadana,0,
0,,,4002,400201,40020105,402010502,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,05. Convivencia y seguridad ciudadana corresponsable y participativa,b. Creación del Sistema Nacional de Convivencia para la Vida,0,
0,,,4002,400201,40020105,402010503,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,05. Convivencia y seguridad ciudadana corresponsable y participativa,"c. Transformación de la Policía Nacional para la garantía del ejercicio de los derechos, libertades públicas, convivencia y la seguridad humana",0,
0,,,4002,400201,40020106,402010601,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,06. Control institucional del territorio para minimizar las amenazas al bienestar de las personas y las comunidades,"a. Prevención y protección para poblaciones vulnerables desde un enfoque diferencial, colectivo e individual",0,
0,,,4002,400201,40020106,402010602,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,06. Control institucional del territorio para minimizar las amenazas al bienestar de las personas y las comunidades,b. Desarticulación corresponsable del multicrimen,0,
0,,,4002,400201,40020106,402010603,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,06. Control institucional del territorio para minimizar las amenazas al bienestar de las personas y las comunidades,c. Mecanismos de cooperación internacional para desarticular las redes trasnacionales de multicrimen,0,
0,,,4002,400201,40020106,402010604,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,06. Control institucional del territorio para minimizar las amenazas al bienestar de las personas y las comunidades,"d. Inteligencia, investigación criminal y judicialización para desmantelar los nodos estratégicos del sistema criminal",0,
0,,,4002,400201,40020106,402010605,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,06. Control institucional del territorio para minimizar las amenazas al bienestar de las personas y las comunidades,"a1. Prevención y protección para poblaciones vulnerables desde un enfoque diferencial, colectivo e individual - Garantía del derecho a la salud para todas las ciudadanías en su diversidad, situación y condición",0,
0,,,4002,400201,40020107,402010701,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"07. Defensa integral del territorio para la protección de la soberanía, independencia, integridad territorial y del orden constitucional",a. Ley de Seguridad Fronteriza,0,
0,,,4002,400201,40020107,402010702,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"07. Defensa integral del territorio para la protección de la soberanía, independencia, integridad territorial y del orden constitucional",b. Capacidades estratégicas para salvaguardar los intereses nacionales,0,
0,,,4002,400201,40020107,402010703,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"07. Defensa integral del territorio para la protección de la soberanía, independencia, integridad territorial y del orden constitucional",c. Posicionamiento y cooperación regional e internacional para la defensa nacional,0,
0,,,4002,400201,40020107,402010704,2. Seguridad humana y justicia social,01. Habilitadores que potencian la seguridad humana y las oportunidades de bienestar,"07. Defensa integral del territorio para la protección de la soberanía, independencia, integridad territorial y del orden constitucional","d. Inteligencia estratégica más efectiva, transparente y al servicio de la protección de la vida, derechos y libertades",0,
